title,tags,cluster
Transformers: Age of Extinction,"['As', 'humanity', 'picks', 'pieces,', 'following', 'conclusion', '""Transformers:', 'Dark', 'Moon,""', 'Autobots', 'Decepticons', 'vanished', 'face', 'planet.', 'However,', 'group', 'powerful,', 'ingenious', 'businessman', 'scientists', 'attempt', 'learn', 'past', 'Transformer', 'incursions', 'push', 'boundaries', 'technology', 'beyond', 'control', '-', 'ancient,', 'powerful', 'Transformer', 'menace', 'sets', 'Earth', 'cross-hairs.', 'ScienceFiction', 'Action', 'Adventure', 'sequel', 'alien', 'transformers', 'giantrobot', 'robot', 'imax', 'transformingrobot', 'MichaelBay', 'DonMurphy', 'IanBryce', 'LorenzodiBonaventura', 'TomDeSanto', 'MarkWahlberg', 'StanleyTucci', 'KelseyGrammer']",0
Oz: The Great and Powerful,"['Oscar', 'Diggs,', 'small-time', 'circus', 'illusionist', 'con-artist,', 'whisked', 'Kansas', 'Land', 'Oz', 'inhabitants', 'assume', 'great', 'wizard', 'prophecy,', 'save', 'Oz', 'clutches', 'evil.', 'Fantasy', 'Adventure', 'Family', 'circus', 'witch', 'magic', 'hope', 'illusion', 'lost', 'magictrick', 'wizard', '3d', 'SamRaimi', 'JoeRoth', 'JamesFranco', 'MilaKunis', 'RachelWeisz']",0
The Amazing Spider-Man 2,"['For', 'Peter', 'Parker,', 'life', 'busy.', 'Between', 'taking', 'bad', 'guys', 'Spider-Man', 'spending', 'time', 'person', 'loves,', 'Gwen', 'Stacy,', 'high', 'school', 'graduation', 'cannot', 'come', 'quickly', 'enough.', 'Peter', 'forgotten', 'promise', 'made', 'Gwen’s', 'father', 'protect', 'staying', 'away,', 'promise', 'cannot', 'keep.', 'Things', 'change', 'Peter', 'new', 'villain,', 'Electro,', 'emerges,', 'old', 'friend,', 'Harry', 'Osborn,', 'returns,', 'Peter', 'uncovers', 'new', 'clues', 'past.', 'Action', 'Adventure', 'Fantasy', 'obsession', 'marvelcomic', 'sequel', 'basedoncomicbook', 'electrocution', 'medicalexperiment', 'electricity', 'superpowers', 'AviArad', 'MarcWebb', 'MattTolmach', 'AndrewGarfield', 'EmmaStone', 'JamieFoxx']",0
TRON: Legacy,"['Sam', 'Flynn,', 'tech-savvy', 'daring', 'son', 'Kevin', 'Flynn,', 'investigates', ""father's"", 'disappearance', 'pulled', 'The', 'Grid.', 'With', 'help', 'mysterious', 'program', 'named', 'Quorra,', 'Sam', 'quests', 'stop', 'evil', 'dictator', 'Clu', 'crossing', 'real', 'world.', 'Adventure', 'Action', 'ScienceFiction', 'artificialintelligence', 'secretidentity', 'computerprogram', 'dystopia', 'computer', 'deception', 'duel', 'motorcycle', 'neonlight', 'autocracy', 'StevenLisberger', 'JeffreySilver', 'SeanBailey', 'JosephKosinski', 'GarrettHedlund', 'JeffBridges', 'OliviaWilde']",0
Cars 2,"['Star', 'race', 'car', 'Lightning', 'McQueen', 'pal', 'Mater', 'head', 'overseas', 'compete', 'World', 'Grand', 'Prix', 'race.', 'But', 'road', 'championship', 'becomes', 'rocky', 'Mater', 'gets', 'caught', 'intriguing', 'adventure', 'own:', 'international', 'espionage.', 'Animation', 'Family', 'Adventure', 'Comedy', 'carrace', 'sequel', 'comedy', 'anthropomorphism', 'bestfriend', 'duringcreditsstinger', 'JohnLasseter', 'BradLewis', 'DeniseReam', 'OwenWilson', 'LarrytheCableGuy', 'MichaelCaine']",0
Green Lantern,"['For', 'centuries,', 'small', 'powerful', 'force', 'warriors', 'called', 'Green', 'Lantern', 'Corps', 'sworn', 'keep', 'intergalactic', 'order.', 'Each', 'Green', 'Lantern', 'wears', 'ring', 'grants', 'superpowers.', 'But', 'new', 'enemy', 'called', 'Parallax', 'threatens', 'destroy', 'balance', 'power', 'Universe,', 'fate', 'fate', 'Earth', 'lie', 'hands', 'first', 'human', 'ever', 'recruited.', 'Adventure', 'Action', 'Thriller', 'ScienceFiction', 'dccomics', 'transformation', 'superhero', 'alien', 'alieninfection', 'magicalobject', 'protector', 'superpowers', 'origin', '3d', 'MartinCampbell', 'DonaldDeLine', 'GregBerlanti', 'GeoffJohns', 'RyanReynolds', 'BlakeLively', 'PeterSarsgaard']",0
Toy Story 3,"['Woody,', 'Buzz,', 'rest', ""Andy's"", 'toys', 'played', 'years.', 'With', 'Andy', 'go', 'college,', 'gang', 'find', 'accidentally', 'left', 'nefarious', 'day', 'care', 'center.', 'The', 'toys', 'must', 'band', 'together', 'escape', 'return', 'home', 'Andy.', 'Animation', 'Family', 'Comedy', 'hostage', 'college', 'toy', 'barbie', 'animation', 'escape', 'daycare', 'teddybear', 'duringcreditsstinger', 'toycomestolife', 'personification', 'inanimateobjectscomingtolife', 'toystory', 'LeeUnkrich', 'JohnLasseter', 'DarlaK.Anderson', 'TomHanks', 'TimAllen', 'NedBeatty']",0
Terminator Salvation,"['All', 'grown', 'post-apocalyptic', '2018,', 'John', 'Connor', 'must', 'lead', 'resistance', 'humans', 'increasingly', 'dominating', 'militaristic', 'robots.', 'But', 'Marcus', 'Wright', 'appears,', 'existence', 'confuses', 'mission', 'Connor', 'tries', 'determine', 'whether', 'Wright', 'come', 'future', 'past', '--', 'whether', 'friend', 'foe.', 'Action', 'ScienceFiction', 'Thriller', 'savingtheworld', 'artificialintelligence', 'prophecy', 'sanfrancisco', 'cyborg', 'killerrobot', 'gasstation', 'post-apocalyptic', 'dystopia', 'army', 'firearm', 'wartime', 'losangeles', 'McG', 'MoritzBorman', 'JeffreySilver', 'DerekAnderson', 'VictorKubicek', 'ChristianBale', 'SamWorthington', 'AntonYelchin']",0
Furious 7,"['Deckard', 'Shaw', 'seeks', 'revenge', 'Dominic', 'Toretto', 'family', 'comatose', 'brother.', 'Action', 'carrace', 'speed', 'revenge', 'suspense', 'car', 'race', 'musclecar', 'JamesWan', 'MichaelFottrell', 'NealH.Moritz', 'VinDiesel', 'BrandonBirtell', 'VinDiesel', 'PaulWalker', 'DwayneJohnson']",0
World War Z,"['Life', 'former', 'United', 'Nations', 'investigator', 'Gerry', 'Lane', 'family', 'seems', 'content.', 'Suddenly,', 'world', 'plagued', 'mysterious', 'infection', 'turning', 'whole', 'human', 'populations', 'rampaging', 'mindless', 'zombies.', 'After', 'barely', 'escaping', 'chaos,', 'Lane', 'persuaded', 'go', 'mission', 'investigate', 'disease.', 'What', 'follows', 'perilous', 'trek', 'around', 'world', 'Lane', 'must', 'brave', 'horrific', 'dangers', 'long', 'odds', 'find', 'answers', 'human', 'civilization', 'falls.', 'Action', 'Drama', 'Horror', 'ScienceFiction', 'Thriller', 'dystopia', 'apocalypse', 'zombie', 'nuclearweapons', 'multipleperspectives', 'zombieapocalypse', 'BradPitt', 'IanBryce', 'MarcForster', 'DedeGardner', 'JeremyKleiner', 'BradPitt', 'MireilleEnos', 'AbigailHargrove']",0
X-Men: Days of Future Past,"['The', 'ultimate', 'X-Men', 'ensemble', 'fights', 'war', 'survival', 'species', 'across', 'two', 'time', 'periods', 'join', 'forces', 'younger', 'selves', 'epic', 'battle', 'must', 'change', 'past', '–', 'save', 'future.', 'Action', 'Adventure', 'Fantasy', 'ScienceFiction', '1970s', 'mutant', 'timetravel', 'marvelcomic', 'basedoncomicbook', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changingthepastorfuture', 'LaurenShulerDonner', 'BryanSinger', 'BryanSinger', 'SimonKinberg', 'HutchParker', 'HughJackman', 'JamesMcAvoy', 'MichaelFassbender']",0
Star Trek Into Darkness,"['When', 'crew', 'Enterprise', 'called', 'back', 'home,', 'find', 'unstoppable', 'force', 'terror', 'within', 'organization', 'detonated', 'fleet', 'everything', 'stands', 'for,', 'leaving', 'world', 'state', 'crisis.', 'With', 'personal', 'score', 'settle,', 'Captain', 'Kirk', 'leads', 'manhunt', 'war-zone', 'world', 'capture', 'one', 'man', 'weapon', 'mass', 'destruction.', 'As', 'heroes', 'propelled', 'epic', 'chess', 'game', 'life', 'death,', 'love', 'challenged,', 'friendships', 'torn', 'apart,', 'sacrifices', 'must', 'made', 'family', 'Kirk', 'left:', 'crew.', 'Action', 'Adventure', 'ScienceFiction', 'spacecraft', 'friendship', 'sequel', 'futuristic', 'space', 'alien', 'imax', 'spaceopera', 'terroristbombing', '3d', 'J.J.Abrams', 'J.J.Abrams', 'AlexKurtzman', 'RobertoOrci', 'BryanBurk', 'DamonLindelof', 'ChrisPine', 'ZacharyQuinto', 'ZoeSaldana']",0
Jack the Giant Slayer,"['The', 'story', 'ancient', 'war', 'reignited', 'young', 'farmhand', 'unwittingly', 'opens', 'gateway', 'world', 'fearsome', 'race', 'giants.', 'Unleashed', 'Earth', 'first', 'time', 'centuries,', 'giants', 'strive', 'reclaim', 'land', 'lost,', 'forcing', 'young', 'man,', 'Jack', 'battle', 'life', 'stop', 'them.', 'Fighting', 'kingdom,', 'people,', 'love', 'brave', 'princess,', 'comes', 'face', 'face', 'unstoppable', 'warriors', 'thought', 'existed', 'legend–and', 'gets', 'chance', 'become', 'legend', 'himself.', 'Action', 'Family', 'Fantasy', 'basedonfairytale', 'giant', 'BryanSinger', 'DavidDobkin', 'NicholasHoult', 'EleanorTomlinson', 'EwanMcGregor']",0
The Great Gatsby,"['An', 'adaptation', 'F.', 'Scott', ""Fitzgerald's"", 'Long', 'Island-set', 'novel,', 'Midwesterner', 'Nick', 'Carraway', 'lured', 'lavish', 'world', 'neighbor,', 'Jay', 'Gatsby.', 'Soon', 'enough,', 'however,', 'Carraway', 'see', 'cracks', ""Gatsby's"", 'nouveau', 'riche', 'existence,', 'obsession,', 'madness,', 'tragedy', 'await.', 'Drama', 'Romance', 'basedonnovel', 'infidelity', 'obsession', 'hope', '3d', 'BazLuhrmann', 'BazLuhrmann', 'CatherineMartin', 'CatherineKnapman', 'LucyFisher', 'LeonardoDiCaprio', 'TobeyMaguire', 'CareyMulligan']",0
Prince of Persia: The Sands of Time,"['A', 'rogue', 'prince', 'reluctantly', 'joins', 'forces', 'mysterious', 'princess', 'together,', 'race', 'dark', 'forces', 'safeguard', 'ancient', 'dagger', 'capable', 'releasing', 'Sands', 'Time', '–', 'gift', 'gods', 'reverse', 'time', 'allow', 'possessor', 'rule', 'world.', 'Adventure', 'Fantasy', 'Action', 'Romance', 'persia', 'sandstorm', 'brotheragainstbrother', 'armageddon', 'regent', 'basedonvideogame', 'JerryBruckheimer', 'MikeNewell', 'JakeGyllenhaal', 'GemmaArterton', 'BenKingsley']",0
Pacific Rim,"['When', 'legions', 'monstrous', 'creatures,', 'known', 'Kaiju,', 'started', 'rising', 'sea,', 'war', 'began', 'would', 'take', 'millions', 'lives', 'consume', ""humanity's"", 'resources', 'years', 'end.', 'To', 'combat', 'giant', 'Kaiju,', 'special', 'type', 'weapon', 'devised:', 'massive', 'robots,', 'called', 'Jaegers,', 'controlled', 'simultaneously', 'two', 'pilots', 'whose', 'minds', 'locked', 'neural', 'bridge.', 'But', 'even', 'Jaegers', 'proving', 'nearly', 'defenseless', 'face', 'relentless', 'Kaiju.', 'On', 'verge', 'defeat,', 'forces', 'defending', 'mankind', 'choice', 'turn', 'two', 'unlikely', 'heroes—a', 'washed-up', 'former', 'pilot', '(Charlie', 'Hunnam)', 'untested', 'trainee', '(Rinko', 'Kikuchi)—who', 'teamed', 'drive', 'legendary', 'seemingly', 'obsolete', 'Jaeger', 'past.', 'Together,', 'stand', ""mankind's"", 'last', 'hope', 'mounting', 'apocalypse.', 'Action', 'ScienceFiction', 'Adventure', 'dystopia', 'giantrobot', 'giantmonster', 'apocalypse', 'imax', 'duringcreditsstinger', '3d', 'GuillermodelToro', 'GuillermodelToro', 'JonJashni', 'MaryParent', 'ThomasTull', 'IdrisElba', 'CharlieHunnam', 'CharlieDay']",0
Transformers: Dark of the Moon,"['Sam', 'Witwicky', 'takes', 'first', 'tenuous', 'steps', 'adulthood', 'remaining', 'reluctant', 'human', 'ally', 'Autobot-leader', 'Optimus', 'Prime.', 'The', 'film', 'centers', 'around', 'space', 'race', 'USSR', 'USA,', 'suggesting', 'hidden', 'Transformers', 'role', 'remains', 'one', ""planet's"", 'dangerous', 'secrets.', 'Action', 'ScienceFiction', 'Adventure', 'moon', 'spacecraft', 'traitor', 'bodyguard', 'alienplanet', 'basedoncartoon', 'transformers', 'giantrobot', 'sabotage', 'worddomination', 'commando', 'duringcreditsstinger', 'MichaelBay', 'DonMurphy', 'IanBryce', 'LorenzodiBonaventura', 'KennyBates', 'TomDeSanto', 'ShiaLaBeouf', 'JohnMalkovich', 'KenJeong']",0
Indiana Jones and the Kingdom of the Crystal Skull,"['Set', 'Cold', 'War,', 'Soviets', '–', 'led', 'sword-wielding', 'Irina', 'Spalko', '–', 'search', 'crystal', 'skull', 'supernatural', 'powers', 'related', 'mystical', 'Lost', 'City', 'Gold.', 'After', 'captured', 'escaping', 'them,', 'Indy', 'coerced', 'head', 'Peru', 'behest', 'young', 'man', 'whose', 'friend', '–', ""Indy's"", 'colleague', '–', 'Professor', 'Oxley', 'captured', 'knowledge', ""skull's"", 'whereabouts.', 'Adventure', 'Action', 'savingtheworld', 'riddle', 'whip', 'treasure', 'mexicocity', 'leatherjacket', 'machinegun', 'alienphenomenons', 'mayacivilization', 'peru', 'treasurehunt', 'nuclearexplosion', 'refrigerator', 'archaeologist', 'indianajones', 'archeology\xa0', 'StevenSpielberg', 'FrankMarshall', 'HarrisonFord', 'CateBlanchett', 'ShiaLaBeouf']",0
The Good Dinosaur,"['An', 'epic', 'journey', 'world', 'dinosaurs', 'Apatosaurus', 'named', 'Arlo', 'makes', 'unlikely', 'human', 'friend.', 'Adventure', 'Animation', 'Family', 'tyrannosaurusrex', 'friends', 'alternatehistory', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey', 'JohnLasseter', 'PeterSohn', 'DeniseReam', 'RaymondOchoa', 'JackBright', 'JeffreyWright']",0
Brave,"['Brave', 'set', 'mystical', 'Scottish', 'Highlands,', 'Mérida', 'princess', 'kingdom', 'ruled', 'King', 'Fergus', 'Queen', 'Elinor.', 'An', 'unruly', 'daughter', 'accomplished', 'archer,', 'Mérida', 'one', 'day', 'defies', 'sacred', 'custom', 'land', 'inadvertently', 'brings', 'turmoil', 'kingdom.', 'In', 'attempt', 'set', 'things', 'right,', 'Mérida', 'seeks', 'eccentric', 'old', 'Wise', 'Woman', 'granted', 'ill-fated', 'wish.', 'Also', 'figuring', 'Mérida’s', 'quest', '—', 'serving', 'comic', 'relief', '—', 'kingdom’s', 'three', 'lords:', 'enormous', 'Lord', 'MacGuffin,', 'surly', 'Lord', 'Macintosh,', 'disagreeable', 'Lord', 'Dingwall.', 'Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy', 'scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebelliousdaughter', 'turnsintoanimal', 'archery', 'ruins', 'aftercreditsstinger', 'peaceoffering', 'womandirector', 'courage', '3d', 'KatherineSarafian', 'BrendaChapman', 'MarkAndrews', 'StevePurcell', 'KellyMacdonald', 'JulieWalters', 'BillyConnolly']",0
Star Trek Beyond,"['The', 'USS', 'Enterprise', 'crew', 'explores', 'furthest', 'reaches', 'uncharted', 'space,', 'encounter', 'mysterious', 'new', 'enemy', 'puts', 'everything', 'Federation', 'stands', 'test.', 'Action', 'Adventure', 'ScienceFiction', 'sequel', 'stranded', 'hatred', 'spaceopera', 'J.J.Abrams', 'RobertoOrci', 'BryanBurk', 'JustinLin', 'JustinLin', 'ChrisPine', 'ZacharyQuinto', 'KarlUrban']",0
WALL·E,"['WALL·E', 'last', 'robot', 'left', 'Earth', 'overrun', 'garbage', 'humans', 'fled', 'outer', 'space.', 'For', '700', 'years', 'continued', 'try', 'clean', 'mess,', 'developed', 'rather', 'interesting', 'human-like', 'qualities.', 'When', 'ship', 'arrives', 'sleek', 'new', 'type', 'robot,', 'WALL·E', 'thinks', 'finally', 'found', 'friend', 'stows', 'away', 'ship', 'leaves.', 'Animation', 'Family', 'romanticcomedy', 'AndrewStanton', 'JimMorris', 'LindseyCollins', 'BenBurtt', 'ElissaKnight', 'JeffGarlin']",0
Rush Hour 3,"['After', 'attempted', 'assassination', 'Ambassador', 'Han,', 'Inspector', 'Lee', 'Detective', 'Carter', 'back', 'action', 'head', 'Paris', 'protect', 'French', 'woman', 'knowledge', ""Triads'"", 'secret', 'leaders.', 'Lee', 'also', 'holds', 'secret', 'meetings', 'United', 'Nations', 'authority,', 'personal', 'struggles', 'Chinese', 'criminal', 'mastermind', 'named', 'Kenji,', 'reveals', ""Lee's"", 'long-lost...brother.', 'Action', 'Comedy', 'Crime', 'Thriller', 'ambassador', 'RogerBirnbaum', 'BrettRatner', 'JonathanGlickman', 'ArthurM.Sarkissian', 'JayStern', 'ChrisTucker', 'JackieChan', 'HiroyukiSanada']",0
2012,"['Dr.', 'Adrian', 'Helmsley,', 'part', 'worldwide', 'geophysical', 'team', 'investigating', 'effect', 'earth', 'radiation', 'unprecedented', 'solar', 'storms,', 'learns', ""earth's"", 'core', 'heating', 'up.', 'He', 'warns', 'U.S.', 'President', 'Thomas', 'Wilson', 'crust', 'earth', 'becoming', 'unstable', 'without', 'proper', 'preparations', 'saving', 'fraction', ""world's"", 'population,', 'entire', 'race', 'doomed.', 'Meanwhile,', 'writer', 'Jackson', 'Curtis', 'stumbles', 'information.', 'While', ""world's"", 'leaders', 'race', 'build', '""arks""', 'escape', 'impending', 'cataclysm,', 'Curtis', 'struggles', 'find', 'way', 'save', 'family.', 'Meanwhile,', 'volcanic', 'eruptions', 'earthquakes', 'unprecedented', 'strength', 'wreak', 'havoc', 'around', 'world.', 'Action', 'Adventure', 'ScienceFiction', 'civilization', 'naturaldisaster', 'endoftheworld', 'disaster', 'apocalypse', 'destruction', 'volcaniceruption', 'mayan', 'ark', 'solar', 'destructionofmankind', 'LarryJ.Franco', 'HaraldKloser', 'RolandEmmerich', 'MarkGordon', 'VolkerEngel', 'MarcWeigert', 'AaronBoyd', 'KirstinWinkler', 'JohnCusack', 'AmandaPeet', 'ChiwetelEjiofor']",0
A Christmas Carol,"['Miser', 'Ebenezer', 'Scrooge', 'awakened', 'Christmas', 'Eve', 'spirits', 'reveal', 'miserable', 'existence,', 'opportunities', 'wasted', 'youth,', 'current', 'cruelties,', 'dire', 'fate', 'awaits', 'change', 'ways.', 'Scrooge', 'faced', 'story', 'growing', 'bitterness', 'meanness,', 'must', 'decide', 'future', 'hold:', 'death', 'redemption.', 'Animation', 'Drama', 'holiday', 'basedonnovel', 'victorianengland', 'money', 'christmaseve', 'scrooge', 'christmascarol', 'ghost', 'lesson', 'charlesdickens', 'christmas', 'RobertZemeckis', 'GaryOldman', 'JimCarrey', 'SteveValentine']",0
Jupiter Ascending,"['In', 'universe', 'human', 'genetic', 'material', 'precious', 'commodity,', 'impoverished', 'young', 'Earth', 'woman', 'becomes', 'key', 'strategic', 'maneuvers', 'internal', 'strife', 'within', 'powerful', 'dynasty…', 'ScienceFiction', 'Fantasy', 'Action', 'Adventure', 'jupiter', 'space', 'womandirector', '3d', 'interspeciesromance', 'GrantHill', 'LillyWachowski', 'LillyWachowski', 'LanaWachowski', 'LanaWachowski', 'MilaKunis', 'ChanningTatum', 'SeanBean']",0
The Legend of Tarzan,"['Tarzan,', 'acclimated', 'life', 'London,', 'called', 'back', 'former', 'home', 'jungle', 'investigate', 'activities', 'mining', 'encampment.', 'Action', 'Adventure', 'africa', 'feralchild', 'tarzan', 'jungle', 'animalattack', 'DavidYates', 'AlexanderSkarsgård', 'MargotRobbie', 'ChristophWaltz']",0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['Siblings', 'Lucy,', 'Edmund,', 'Susan', 'Peter', 'step', 'magical', 'wardrobe', 'find', 'land', 'Narnia.', 'There,', 'discover', 'charming,', 'peaceful', 'kingdom', 'plunged', 'eternal', 'winter', 'evil', 'White', 'Witch,', 'Jadis.', 'Aided', 'wise', 'magnificent', 'lion,', 'Aslan,', 'children', 'lead', 'Narnia', 'spectacular,', 'climactic', 'battle', 'free', ""Witch's"", 'glacial', 'powers', 'forever.', 'Adventure', 'Family', 'Fantasy', 'savingtheworld', 'witch', 'basedonnovel', 'brothersisterrelationship', 'selfsacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-talefigure', 'battle', 'narnia', 'fantasyworld', 'duringcreditsstinger', 'DavidMinkowski', 'MatthewStillman', 'MarkJohnson', 'AndrewAdamson', 'PhilipSteuer', 'DouglasGresham', 'K.C.Hodenfield', 'WilliamMoseley', 'AnnaPopplewell', 'SkandarKeynes']",0
X-Men: Apocalypse,"['After', 're-emergence', ""world's"", 'first', 'mutant,', 'world-destroyer', 'Apocalypse,', 'X-Men', 'must', 'unite', 'defeat', 'extinction', 'level', 'plan.', 'ScienceFiction', 'mutant', 'supernaturalpowers', 'marvelcomic', 'superhero', 'basedoncomicbook', 'superhuman', 'apocalypse', 'superheroteam', 'worlddomination', 'aftercreditsstinger', '1980s', 'LaurenShulerDonner', 'BryanSinger', 'SimonKinberg', 'JamesMcAvoy', 'MichaelFassbender', 'JenniferLawrence']",0
The Dark Knight,"['Batman', 'raises', 'stakes', 'war', 'crime.', 'With', 'help', 'Lt.', 'Jim', 'Gordon', 'District', 'Attorney', 'Harvey', 'Dent,', 'Batman', 'sets', 'dismantle', 'remaining', 'criminal', 'organizations', 'plague', 'streets.', 'The', 'partnership', 'proves', 'effective,', 'soon', 'find', 'prey', 'reign', 'chaos', 'unleashed', 'rising', 'criminal', 'mastermind', 'known', 'terrified', 'citizens', 'Gotham', 'Joker.', 'Drama', 'Action', 'Crime', 'Thriller', 'dccomics', 'crimefighter', 'secretidentity', 'scarecrow', 'sadism', 'chaos', 'gothamcity', 'vigilante', 'joker', 'superhero', 'basedoncomicbook', 'tragichero', 'organizedcrime', 'criminalmastermind', 'districtattorney', 'imax', 'supervillain', 'superpowers', 'batman', 'CharlesRoven', 'ChristopherNolan', 'ChristopherNolan', 'EmmaThomas', 'LorneOrleans', 'ChristianBale', 'HeathLedger', 'AaronEckhart']",0
